company,repository,link,hash,subject,message,changed_file,commit_labels,file_labels
at&t,oslo.config,http://github.com/openstack/oslo.config/commit/a3c590e806b49cd15a9556dbc71f059e2c2d3962,a3c590e806b49cd15a9556dbc71f059e2c2d3962,Add Range type,"Add a type which accepts ""1-3"" to produce a range. This can be used toEG find a free port in a range or validate that a user input isacceptable.It should be possible to make a ListOpt(Range) which will accept""1-3,5-6"".Change-Id: I9a2727522f25535a25c53ac89cd5e0096c87fef9Co-Authored-By: Alexis Lee <lxsli@hpe.com>"," 1 file changed, 1 insertion(+), 1 deletion(-)",deprecate,test-1;code-1
ibm,nova,https://github.com/openstack/nova/commit/0ace62b5440a7e4f235d9b509f07e0860ae81526,0ace62b5440a7e4f235d9b509f07e0860ae81526,check query param for service's index function,"Add additional schema check for service query function,as we need backward compatible those changes, here we don'tdo real check and later a microversion need to be done todo the real check.Part of blueprint json-schema-validation-for-query-paramChange-Id: I64ad387ec7b532e9dbc791f683a005587825ff61"," 3 files changed, 192 insertions(+), 49 deletions(-)",feature,test-1;code-2
china mobile,oslo.concurrency,http://github.com/openstack/oslo.concurrency/commit/c876fabd0726b33a34f72a1af7588da0360ae37f,c876fabd0726b33a34f72a1af7588da0360ae37f,Add timeout option to ssh_execute,"Add an optional timeout parameter to ssh_execute() method ofoslo_concurrency.processutils. Timeout is None means infinity,which is the default.Change-Id: I45532799ecd23ff8c5572036d06725e71965b2b5Closes-Bug: #1580826"," 2 files changed, 13 insertions(+), 3 deletions(-)",fix,test-1;code-1
mirantis,rally,http://github.com/openstack/rally/commit/077f8c98faa6011d2513135e8375db111fa24894,077f8c98faa6011d2513135e8375db111fa24894,Add execrise script to devstack,Add exercices/rally.sh and function to lib rally which runs allscenarios from doc/samples directory.Change-Id: I74becc94aaf1a688e6e5e0b472cfff80bc2c7dffRelated: blueprint rally-gate-jobs," 2 files changed, 3 insertions(+), 2 deletions(-)",feature,unknown-1;deploy-1
canonical,nova-lxd,http://github.com/openstack/nova-lxd/commit/20aed992e1188173480ce8ca4cb80fc18642bde1,20aed992e1188173480ce8ca4cb80fc18642bde1,Add nova-lxd tempest plugin,"Add infrastructure support for nova-lxd tempest plugin. To run the tests,run the following command in the tempest tree:tox -e all-plugin -- nova_lxdChange-Id: I030cfd0a38e5fa191baa0acc48a969b3b553fcedSigned-off-by: Chuck Short <chuck.short@canonical.com>"," 3 files changed, 28 insertions(+), 9 deletions(-)",,test-5;doc-1;code-2;deploy-1
suse,openstack-manuals,http://github.com/openstack/openstack-manuals/commit/60c85c79537159226e48d75d46014530bebacf41,60c85c79537159226e48d75d46014530bebacf41,Add missing vmware_adaptertype values,Add lsiLogic and paraVirtual adapter types.Change-Id: I0b4e5b8a54b96c47a8e6d262ae7ecb925c959a63Closes-Bug: #1291045," 1 file changed, 3 insertions(+), 2 deletions(-)",fix,doc-1
objectif libre,openstack-doc-tools,http://github.com/openstack/openstack-doc-tools/commit/fc33f23051f881ec8e8345e0057b5cc51132b4d5,fc33f23051f881ec8e8345e0057b5cc51132b4d5,diff_branches: improve handling of deprecated options,Add options containing DEPRECATED in their help strings to the deprecation list.Change-Id: Ie61b71754b02c8d97019aea71f0b1e1d4862e95ePartial-Bug: #1433367," 2 files changed, 18 insertions(+), 13 deletions(-)",fix;deprecate,doc-1;code-1
ebay,networking-ovn,http://github.com/openstack/networking-ovn/commit/4bef39ef8a1987ca7d0af24aff37182c29445015,4bef39ef8a1987ca7d0af24aff37182c29445015,Use OVN address set to implement remote security groups,"Add OVN address set support for implementing remote securitygroups. This should significantly improve performance of portcreate, update and delete operations when remote securitygroups are used (see [1]).[1] http://paste.openstack.org/show/526972/Bug #1600330 has been added for the follow-on work to updatethe OVN NB DB sync tool.Co-Authored-By: Richard Theis <rtheis@us.ibm.com>Change-Id: I56e9eb1ded1836b9a9f7262f22daa51103bc8518Closes-bug: #1560817"," 16 files changed, 918 insertions(+), 249 deletions(-)",fix;feature,test-4;doc-3;code-8;build-1
huawei,zun,http://github.com/openstack/zun/commit/d0b8c8d29333a320e14d59f39ce3a4eccb843e5e,d0b8c8d29333a320e14d59f39ce3a4eccb843e5e,Add more parameters for container create,"Add parameters workdir, labels, hostname, ports, cpu. Theseparameters should be common among container runtimesChange-Id: I1c57a4e3aa6a218c175c43967c2065b5861a32fa"," 9 files changed, 209 insertions(+), 26 deletions(-)",,test-2;code-7
stackstorm,python-mistralclient,http://github.com/openstack/python-mistralclient/commit/a165d0ae51bf3d99caa136ba07ec922cc3159db5,a165d0ae51bf3d99caa136ba07ec922cc3159db5,Add osprofiler option to trace operations,"Add --profile option, initialize osprofiler, and pass appropriateheaders to the mistral server.Change-Id: Ib10a126902c707bd82c3fadff94e119fb18cf096Implements: blueprint mistral-osprofiler"," 8 files changed, 139 insertions(+), 4 deletions(-)",feature,test-3;code-4;build-1
at&t,airship-drydock,http://github.com/openstack/airship-drydock/commit/4efe40d184c28a9b8ec174f299b6523a80941c2a,4efe40d184c28a9b8ec174f299b6523a80941c2a,Update Dockerfile to better pattern,Add requirements layerAdd entrypoint.sh script to support future CLIChange Dockerfile to use ENTRYPOINT," 4 files changed, 47 insertions(+), 13 deletions(-)",,doc-2;build-1;deploy-1
mirantis,rally,http://github.com/openstack/rally/commit/b020890a7d20512e0fbcc7262d04e0107c836b1c,b020890a7d20512e0fbcc7262d04e0107c836b1c,Fix nested snapshot job,"Add sla section, change max volume size,times and concurrencyChange-Id: Ia3c26afec69db53ae131fe2f326a7db2d172c3ae"," 1 file changed, 8 insertions(+), 6 deletions(-)",fix,deploy-1
intracom telecom,puppet-nova,http://github.com/openstack/puppet-nova/commit/846b8bc218e6b3cc1060fcd3821d188503377bb4,846b8bc218e6b3cc1060fcd3821d188503377bb4,Make cinder a soft dependency,"Add the parameter `install_cinder_client` to nova::api to make theinclusion of the cinder::client class optional. This makes cinder a softdependency and the puppet-cinder module no longer has to be present inenvironments where cinder is not deployed.The default value is true, so the behaviour of the nova::api class doesnot change.Patch 2: Fix indentation in documentationChange-Id: Ibc974cb49448b86885eaf8b817489d3345901a5fCloses-bug: #1511316Signed-off-by: Romanos Skiadas <rom.skiad@gmail.com>"," 2 files changed, 20 insertions(+), 2 deletions(-)",fix,deploy-2
intel,horizon,http://github.com/openstack/horizon/commit/a9da538995d6e3f9450b8040bffd9a0539bce3f0,a9da538995d6e3f9450b8040bffd9a0539bce3f0,Add Try/Exception block to Network Forms,Add Try/Except around is_extension_supported Neutron API call.Change-Id: Ic21eb5c5f1d5dbacd92f89c5d8ecab666111f629," 1 file changed, 9 insertions(+), 3 deletions(-)",,code-1
platform9 systems,mors,http://github.com/openstack/mors/commit/141b307f68bf645c712128cd18b151e7a4c0770a,141b307f68bf645c712128cd18b151e7a4c0770a,Fix issue with instance lease update when multiple rows present,"Added a functional test for the scenario. When more than two rowsexist in instance_lease, the update to one VM's instance leaseupdates all rows instead of just one row."," 2 files changed, 50 insertions(+), 16 deletions(-)",fix,test-1;code-1
tesora,trove-dashboard,http://github.com/openstack/trove-dashboard/commit/9a5de1ee6a040d5214abc7937d629bcfe037cdcc,9a5de1ee6a040d5214abc7937d629bcfe037cdcc,Add support for affinity/anti-affinity,Added a locality pulldown to specify None/affinity/anti-affinityin the launch instance dialog.Modified the locality value to None if the launched instance is areplica.Modified the trove api to use the new locality parameter.Change-Id: I64e4b192b1e495231a6c0f663cb947e417d99db0Closes-Bug: #1615834," 5 files changed, 86 insertions(+), 22 deletions(-)",fix,test-2;doc-1;code-2
ericsson,kingbird,http://github.com/openstack/kingbird/commit/2ef813cd2c0ddb8d2af2e2b3b9749b3f0f7b8c34,2ef813cd2c0ddb8d2af2e2b3b9749b3f0f7b8c34,Tempest for cinder quota resource syncing,"Added Below checks1. Usage of cinder resouces.2. After quota rebalancing is called, check for cinderrelated quotas if cinder quota limits are properly updated or not.Refactored some code in sync_client.pyChange-Id: I6b1557ceead7b35f390f2c069705623c69e14c3f"," 3 files changed, 74 insertions(+), 15 deletions(-)",refactor,test-3
intel,rally,http://github.com/openstack/rally/commit/eacf26da3f56549bba7d2afc6861034a39bd57f8,eacf26da3f56549bba7d2afc6861034a39bd57f8,add create_and_list_volume benchmark,"Added create_and_list_volume benchmark.Config example is below.{""CinderVolumes.create_and_list_volume"": [{""args"": {""size"": 1,""detailed"": True},""runner"": {""type"": ""continuous"",""times"": 3,""active_users"": 1},""context"": {""users"": {""tenants"": 1,""users_per_tenant"": 1}}}]}Change-Id: I8b56a6e9e12cc2801332ba9760a2bc2892112d99"," 2 files changed, 12 insertions(+), 6 deletions(-)",,test-2;doc-2;code-2
platform9 systems,mors,http://github.com/openstack/mors/commit/c80416a6e7b25281cf512b389915bdde7b09d028,c80416a6e7b25281cf512b389915bdde7b09d028,Changing the API default for lease expiry from days to minutes,Added DB migration script," 9 files changed, 58 insertions(+), 28 deletions(-)",,test-2;unknown-2;code-3;build-1;deploy-1
dell,openstack-manuals,http://github.com/openstack/openstack-manuals/commit/9bc2b493a166cdf05027fd9cecbc9412b0103054,9bc2b493a166cdf05027fd9cecbc9412b0103054,Scaling QoS for ScaleIO driver,Added documentation for scaling QoS for ScaleIO driver.Change-Id: I7e9ea175d56f7478210a61a9f497e7e19b3fee3fCloses-Bug: #1597277," 1 file changed, 25 insertions(+), 6 deletions(-)",fix,doc-1
unitedstack,gnocchi,http://github.com/openstack/gnocchi/commit/b5ad7170a078a89581aed61a07e302ee911f0f1b,b5ad7170a078a89581aed61a07e302ee911f0f1b,Add granularity in searching for values in metrics,Added parameter granularity in 'search_value()' method to allowsearch values by granularities.The http reqeust is like this:method: POSTuri: /v1/search/metric?metric_id=<a metric id>&granularity=1second&granularity=2sdata body: {...}Change-Id: Ifed526e56a052fec29f9b8b16a3979d959aa814bCloses-Bug: #1626409," 6 files changed, 186 insertions(+), 11 deletions(-)",fix,test-1;doc-3;code-2
hp,barbican,http://github.com/openstack/barbican/commit/6535e559cdf6f388a3c8c6292ccc41aad93842dc,6535e559cdf6f388a3c8c6292ccc41aad93842dc,Adding rest API for secret-stores resource (Part 4),Added tests to provide 100% coverage on API and policy logic.Change-Id: Icb43049250be1d78bdd3db8fbad0dc0381cccaf7Partially-Implements: blueprint multiple-secret-backend," 8 files changed, 742 insertions(+), 3 deletions(-)",feature,test-3;doc-1;code-3;deploy-1
university of melbourne,api-site,http://github.com/openstack/api-site/commit/39e1507641c01b7e7a3de7f1842e0af20e045e5d,39e1507641c01b7e7a3de7f1842e0af20e045e5d,Added the jclouds introduction code sample,Added the introduction code sample for jclouds and modified theintroduction chapter to reference it.Change-Id: I898b76ba1e71008a46ea530eac6ac68be1c31589Partial-Bug: #1449330," 2 files changed, 532 insertions(+), 5 deletions(-)",fix,doc-1;code-1
university of melbourne,api-site,http://github.com/openstack/api-site/commit/1520f952a56fcfa525618050e0826767244ea92c,1520f952a56fcfa525618050e0826767244ea92c,Added the jclouds maven pom,Added the maven pom sample and descriptive textrequired by jclouds.Change-Id: Ifb3569efb3e8de801dbb07553e67c186ec22c4f1," 3 files changed, 97 insertions(+), 3 deletions(-)",,doc-1;unknown-2
intel,nova,https://github.com/openstack/nova/commit/05c7b6fa308e8ec459504c473229b85221be09de,05c7b6fa308e8ec459504c473229b85221be09de,Add user_id request parameter in os-keypairs list,Added user_id in request parameter section of theos-keypairs LIST method api-ref docs.Closes bug: #1599911Change-Id: Ibb52663b2890f6d46b125903b438c0142aba92f5," 2 files changed, 8 insertions(+), 94 deletions(-)",fix,doc-2
red hat,sahara-plugin-storm,http://github.com/openstack/sahara-plugin-storm/commit/f105f32b3b290298a61c965956305286622e7a6b,f105f32b3b290298a61c965956305286622e7a6b,Adding Storm 1.2.0 and 1.2.1,Adding new versions of Storm to sahara.Change-Id: I7f4a96f2dc8cb66468866f77e3d4091d2a8d19d1," 5 files changed, 36 insertions(+), 11 deletions(-)",,test-2;code-3
rackspace,openstack-ansible,http://github.com/openstack/openstack-ansible/commit/248caaf3224dc19b5ee592d943b733c4cc710080,248caaf3224dc19b5ee592d943b733c4cc710080,Revert role pins in master branch,"Additionally, resolve the group name changes and variable removal fromthe os_designate role in patch:https://review.openstack.org/#/c/427810/Change-Id: I7ed562aaa1f8f6db0b4cfb5da46b030540332f49"," 6 files changed, 53 insertions(+), 65 deletions(-)",deprecate,test-1;deploy-5
openstack foundation,tempest,http://github.com/openstack/tempest/commit/2b47841c4d563bd2cc2a380853e05b0447cf5dd4,2b47841c4d563bd2cc2a380853e05b0447cf5dd4,Add guidance on negative tests in HACKING.rst,Adds guidance on negative tests based on work items from the Newtondesign summit in Austin[1].[1] https://etherpad.openstack.org/p/newton-qa-negative-testingChange-Id: Ic44b0e17540a5e984006a4a74c8318ad7e74db31," 1 file changed, 8 insertions(+), 2 deletions(-)",,doc-1
mirantis,fuel-astute,http://github.com/openstack/fuel-astute/commit/69d72d037e7f8bb2c7465513f942a687ced49bba,69d72d037e7f8bb2c7465513f942a687ced49bba,Remove empty GranularPostDeploymentActions,After migration of all post_deployment hooks to granular tasksthis deploy action could be removedChange-Id: I492ee68eb83ac0271758ccaeb15b1caa0e2038d2Implements: blueprint granular-deployment-based-on-tasks," 2 files changed, 12 deletions(-)",deprecate;feature,deploy-2
hpe,networking-cisco,http://github.com/openstack/networking-cisco/commit/8ee41530a78baf15820d5c19213c10238edeaa58,8ee41530a78baf15820d5c19213c10238edeaa58,Split out pip requires and aligned tox file.,Align tox.ini file with standards.Align setup.py with openstack-common standards.Change-Id: I333bbd66648c865a5c97ec2661359ab849274446," 4 files changed, 50 insertions(+), 52 deletions(-)",,code-1;build-2;deploy-1
midokura,neutron,http://github.com/openstack/neutron/commit/47277ffde3de8e318f033a303da1553a89419d90,47277ffde3de8e318f033a303da1553a89419d90,"_get_dvr_sync_data: Return a list, rather than dict_values for python3",Align with the non-dvr case.Blueprint: neutron-python3Change-Id: I37d24875be530f200118374e9f8046f32a902c8e," 1 file changed, 1 insertion(+), 1 deletion(-)",feature,code-1
fit,manila-tempest-plugin,http://github.com/openstack/manila-tempest-plugin/commit/e0d7cfd67e95e786c872bf8181c8abfcc28da01f,e0d7cfd67e95e786c872bf8181c8abfcc28da01f,Add share_size config option,"All tempest tests create shares with fixed size, 1GB. This patch adda config option in order to allow configurable share sizes as cinderdoes (Cinder change-ID reference:I2897f6d6bd970f73867f56d9d23a768cafcbfd80).TrivialFixChange-Id: Ifd09519b63c6c1a0ec8449e5dae1ffe0caa1b879"," 11 files changed, 33 insertions(+), 43 deletions(-)",fix,test-11
spanish national research council,keystoneauth,http://github.com/openstack/keystoneauth/commit/f678ecd34ee70e1da1c5775998f3891eea604665,f678ecd34ee70e1da1c5775998f3891eea604665,oidc: DRY when obtaining a keystone token,"All the exchange of an access token with the protected auth URL is donein the same way, so we can remove duplicated code.Change-Id: I99d9e53fea404a566284e57d5b0c287c1a56f53e"," 2 files changed, 10 insertions(+), 11 deletions(-)",deprecate,test-1;code-1
ibm,neutron,http://github.com/openstack/neutron/commit/3d0f9f3f4f220a36c92c33cec68c863a88a67491,3d0f9f3f4f220a36c92c33cec68c863a88a67491,Removing remaining Tempest bits,All the Neutron Stadium projects are importing Tempest code from theneutron-tempest-plugin repo. We can now safely remove the remainingbits of Tempest code.Depends-On: I34efe893b93240c4689de1dda978209926022dfdChange-Id: I2cf6e1f60926f36384bf056066bcdd4e0301494f," 16 files changed, 2342 deletions(-)",deprecate,test-16
red hat,instack-undercloud,http://github.com/openstack/instack-undercloud/commit/c2d5c0f86278b0663f3683b0e10e3681da5b6286,c2d5c0f86278b0663f3683b0e10e3681da5b6286,Remove unused scripts,"All these scripts are replaced by python-tripleoclient or manual docs(in the tempest case). For better or worse, I don't think a deprecationperiod is necessary here as I think we're way past that point with thereality being that these scripts don't actually even work any longer.Change-Id: I9d4f0e055a19bf662661f47ea328ec919e03ddda"," 7 files changed, 1465 deletions(-)",deprecate;refactor,test-2;unknown-4;deploy-1
